"","ensemblGeneID","geneLength","geneName","geneBiotype"
"4263","ENSG00000114204",2835,"SERPINI2","protein_coding"
"4264","ENSG00000114209",3275,"PDCD10","protein_coding"
"4265","ENSG00000114248",3125,"LRRC31","protein_coding"
"4266","ENSG00000114251",7397,"WNT5A","protein_coding"
"4267","ENSG00000114268",6107,"PFKFB4","protein_coding"
"4268","ENSG00000114270",11071,"COL7A1","protein_coding"
"4269","ENSG00000114279",7355,"FGF12","protein_coding"
"4270","ENSG00000114302",6665,"PRKAR2A","protein_coding"
"4271","ENSG00000114315",2059,"HES1","protein_coding"
"4272","ENSG00000114316",7328,"USP4","protein_coding"
"4273","ENSG00000114331",11096,"ACAP2","protein_coding"
"4274","ENSG00000114346",5499,"ECT2","protein_coding"
"4275","ENSG00000114349",3936,"GNAT1","protein_coding"
"4276","ENSG00000114353",7405,"GNAI2","protein_coding"
"4277","ENSG00000114354",4992,"TFG","protein_coding"
"4278","ENSG00000114374",18224,"USP9Y","protein_coding"
"4279","ENSG00000114378",3085,"HYAL1","protein_coding"
"4280","ENSG00000114383",2404,"TUSC2","protein_coding"
"4281","ENSG00000114388",3412,"NPRL2","protein_coding"
"4282","ENSG00000114391",2618,"RPL24","protein_coding"
"4283","ENSG00000114395",2086,"CYB561D2","protein_coding"
"4284","ENSG00000114405",4430,"C3orf14","protein_coding"
"4285","ENSG00000114416",11874,"FXR1","protein_coding"
"4286","ENSG00000114423",12339,"CBLB","protein_coding"
"4287","ENSG00000114439",11892,"BBX","protein_coding"
"4288","ENSG00000114446",3631,"IFT57","protein_coding"
"4289","ENSG00000114450",6922,"GNB4","protein_coding"
"4290","ENSG00000114455",3627,"HHLA2","protein_coding"
"4291","ENSG00000114473",7468,"IQCG","protein_coding"
"4292","ENSG00000114480",4651,"GBE1","protein_coding"
"4293","ENSG00000114487",3747,"MORC1","protein_coding"
"4294","ENSG00000114491",7512,"UMPS","protein_coding"
"4295","ENSG00000114503",5111,"NCBP2","protein_coding"
"4296","ENSG00000114520",2708,"SNX4","protein_coding"
"4297","ENSG00000114529",6021,"C3orf52","protein_coding"
"4298","ENSG00000114541",11201,"FRMD4B","protein_coding"
"4299","ENSG00000114544",6592,"SLC41A3","protein_coding"
"4300","ENSG00000114547",4032,"ROPN1B","protein_coding"
"4301","ENSG00000114554",10944,"PLXNA1","protein_coding"
"4302","ENSG00000114573",5116,"ATP6V1A","protein_coding"
"4303","ENSG00000114626",6155,"ABTB1","protein_coding"
"4304","ENSG00000114631",2175,"PODXL2","protein_coding"
"4305","ENSG00000114638",2256,"UPK1B","protein_coding"
"4306","ENSG00000114646",4367,"CSPG5","protein_coding"
"4307","ENSG00000114648",7064,"KLHL18","protein_coding"
"4308","ENSG00000114650",6288,"SCAP","protein_coding"
"4309","ENSG00000114654",2945,"EFCC1","protein_coding"
"4310","ENSG00000114656",12033,"KIAA1257","protein_coding"
"4311","ENSG00000114670",5355,"NEK11","protein_coding"
"4312","ENSG00000114686",2715,"MRPL3","protein_coding"
"4313","ENSG00000114698",4231,"PLSCR4","protein_coding"
"4314","ENSG00000114735",19425,"HEMK1","protein_coding"
"4315","ENSG00000114737",5112,"CISH","protein_coding"
"4316","ENSG00000114738",3915,"MAPKAPK3","protein_coding"
"4317","ENSG00000114739",15705,"ACVR2B","protein_coding"
"4318","ENSG00000114742",7473,"WDR48","protein_coding"
"4319","ENSG00000114744",4895,"COMMD2","protein_coding"
"4320","ENSG00000114745",6256,"GORASP1","protein_coding"
"4321","ENSG00000114757",10236,"PEX5L","protein_coding"
"4322","ENSG00000114767",1542,"RRP9","protein_coding"
"4323","ENSG00000114770",11365,"ABCC5","protein_coding"
"4324","ENSG00000114771",1632,"AADAC","protein_coding"
"4325","ENSG00000114779",3161,"ABHD14B","protein_coding"
"4326","ENSG00000114784",1889,"EIF1B","protein_coding"
"4327","ENSG00000114786",4761,"ABHD14A-ACY1","protein_coding"
"4328","ENSG00000114790",5459,"ARHGEF26","protein_coding"
"4329","ENSG00000114796",8650,"KLHL24","protein_coding"
"4330","ENSG00000114805",7173,"PLCH1","protein_coding"
"4331","ENSG00000114812",7384,"VIPR1","protein_coding"
"4332","ENSG00000114841",13872,"DNAH1","protein_coding"
"4333","ENSG00000114850",4627,"SSR3","protein_coding"
"4334","ENSG00000114853",5494,"ZBTB47","protein_coding"
"4335","ENSG00000114854",1141,"TNNC1","protein_coding"
"4336","ENSG00000114857",17309,"NKTR","protein_coding"
"4337","ENSG00000114859",8522,"CLCN2","protein_coding"
"4338","ENSG00000114861",36714,"FOXP1","protein_coding"
"4339","ENSG00000114867",8257,"EIF4G1","protein_coding"
"4340","ENSG00000114902",5121,"SPCS1","protein_coding"
"4341","ENSG00000114904",6393,"NEK4","protein_coding"
"4342","ENSG00000114923",4952,"SLC4A3","protein_coding"
"4343","ENSG00000114933",14373,"INO80D","protein_coding"
"4344","ENSG00000114942",1915,"EEF1B2","protein_coding"
"4345","ENSG00000114948",6425,"ADAM23","protein_coding"
"4346","ENSG00000114956",1455,"DGUOK","protein_coding"
"4347","ENSG00000114978",6440,"MOB1A","protein_coding"
"4348","ENSG00000114982",9022,"KANSL3","protein_coding"
"4349","ENSG00000114988",2709,"LMAN2L","protein_coding"
"4350","ENSG00000114993",5191,"RTKN","protein_coding"
"4351","ENSG00000114999",15730,"TTL","protein_coding"
"4352","ENSG00000115008",2124,"IL1A","protein_coding"
"4353","ENSG00000115009",1594,"CCL20","protein_coding"
"4354","ENSG00000115020",10839,"PIKFYVE","protein_coding"
"4355","ENSG00000115041",7841,"KCNIP3","protein_coding"
"4356","ENSG00000115042",5678,"FAHD2A","protein_coding"
"4357","ENSG00000115053",6819,"NCL","protein_coding"
"4358","ENSG00000115073",2853,"ACTR1B","protein_coding"
"4359","ENSG00000115084",13398,"SLC35F5","protein_coding"
"4360","ENSG00000115085",5111,"ZAP70","protein_coding"
"4361","ENSG00000115091",11946,"ACTR3","protein_coding"
"4362","ENSG00000115107",4562,"STEAP3","protein_coding"
"4363","ENSG00000115109",9209,"EPB41L5","protein_coding"
"4364","ENSG00000115112",9367,"TFCP2L1","protein_coding"
"4365","ENSG00000115128",1125,"SF3B6","protein_coding"
"4366","ENSG00000115129",2312,"TP53I3","protein_coding"
"4367","ENSG00000115137",5624,"DNAJC27","protein_coding"
"4368","ENSG00000115138",1538,"POMC","protein_coding"
"4369","ENSG00000115145",6776,"STAM2","protein_coding"
"4370","ENSG00000115155",7885,"OTOF","protein_coding"
"4371","ENSG00000115159",7165,"GPD2","protein_coding"
"4372","ENSG00000115163",1949,"CENPA","protein_coding"
"4373","ENSG00000115165",3384,"CYTIP","protein_coding"
"4374","ENSG00000115170",4012,"ACVR1","protein_coding"
"4375","ENSG00000115183",14915,"TANC1","protein_coding"
"4376","ENSG00000115194",5766,"SLC30A3","protein_coding"
"4377","ENSG00000115204",5625,"MPV17","protein_coding"
"4378","ENSG00000115207",5839,"GTF3C2","protein_coding"
"4379","ENSG00000115211",5341,"EIF2B4","protein_coding"
"4380","ENSG00000115216",5329,"NRBP1","protein_coding"
"4381","ENSG00000115221",5785,"ITGB6","protein_coding"
"4382","ENSG00000115226",1937,"FNDC4","protein_coding"
"4383","ENSG00000115232",10654,"ITGA4","protein_coding"
"4384","ENSG00000115233",7311,"PSMD14","protein_coding"
"4385","ENSG00000115234",3767,"SNX17","protein_coding"
"4386","ENSG00000115239",6734,"ASB3","protein_coding"
"4387","ENSG00000115241",3995,"PPM1G","protein_coding"
"4388","ENSG00000115252",6322,"PDE1A","protein_coding"
"4389","ENSG00000115255",2030,"REEP6","protein_coding"
"4390","ENSG00000115257",3792,"PCSK4","protein_coding"
"4391","ENSG00000115263",2378,"GCG","protein_coding"
"4392","ENSG00000115266",12610,"APC2","protein_coding"
"4393","ENSG00000115267",5094,"IFIH1","protein_coding"
"4394","ENSG00000115268",2137,"RPS15","protein_coding"
"4395","ENSG00000115271",5323,"GCA","protein_coding"
"4396","ENSG00000115274",1442,"INO80B","protein_coding"
"4397","ENSG00000115275",3584,"MOGS","protein_coding"
"4398","ENSG00000115282",5094,"TTC31","protein_coding"
"4399","ENSG00000115286",7456,"NDUFS7","protein_coding"
"4400","ENSG00000115289",1744,"PCGF1","protein_coding"
"4401","ENSG00000115290",2987,"GRB14","protein_coding"
"4402","ENSG00000115295",7781,"CLIP4","protein_coding"
"4403","ENSG00000115297",2810,"TLX2","protein_coding"
"4404","ENSG00000115306",18473,"SPTBN1","protein_coding"
"4405","ENSG00000115307",2455,"AUP1","protein_coding"
"4406","ENSG00000115310",6644,"RTN4","protein_coding"
"4407","ENSG00000115317",3001,"HTRA2","protein_coding"
"4408","ENSG00000115318",4519,"LOXL3","protein_coding"
"4409","ENSG00000115325",3049,"DOK1","protein_coding"
"4410","ENSG00000115339",4589,"GALNT3","protein_coding"
"4411","ENSG00000115350",2000,"POLE4","protein_coding"
"4412","ENSG00000115353",5128,"TACR1","protein_coding"
"4413","ENSG00000115355",33942,"CCDC88A","protein_coding"
"4414","ENSG00000115361",5152,"ACADL","protein_coding"
"4415","ENSG00000115363",2745,"EVA1A","protein_coding"
"4416","ENSG00000115364",8947,"MRPL19","protein_coding"
"4417","ENSG00000115365",5254,"LANCL1","protein_coding"
"4418","ENSG00000115368",5040,"WDR75","protein_coding"
"4419","ENSG00000115380",3962,"EFEMP1","protein_coding"
"4420","ENSG00000115386",1715,"REG1A","protein_coding"
"4421","ENSG00000115392",2412,"FANCL","protein_coding"
"4422","ENSG00000115414",17216,"FN1","protein_coding"
"4423","ENSG00000115415",6053,"STAT1","protein_coding"
"4424","ENSG00000115419",9827,"GLS","protein_coding"
"4425","ENSG00000115421",8479,"PAPOLG","protein_coding"
"4426","ENSG00000115423",13514,"DNAH6","protein_coding"
"4427","ENSG00000115425",3196,"PECR","protein_coding"
"4428","ENSG00000115446",2230,"UNC50","protein_coding"
"4429","ENSG00000115457",4742,"IGFBP2","protein_coding"
"4430","ENSG00000115459",7259,"ELMOD3","protein_coding"
"4431","ENSG00000115461",6466,"IGFBP5","protein_coding"
"4432","ENSG00000115464",18443,"USP34","protein_coding"
"4433","ENSG00000115468",2675,"EFHD1","protein_coding"
"4434","ENSG00000115474",3636,"KCNJ13","protein_coding"
"4435","ENSG00000115484",2701,"CCT4","protein_coding"
"4436","ENSG00000115486",9101,"GGCX","protein_coding"
"4437","ENSG00000115488",1143,"NEU2","protein_coding"
"4438","ENSG00000115504",8219,"EHBP1","protein_coding"
"4439","ENSG00000115507",4833,"OTX1","protein_coding"
"4440","ENSG00000115514",2816,"TXNDC9","protein_coding"
"4441","ENSG00000115520",2722,"COQ10B","protein_coding"
"4442","ENSG00000115523",3051,"GNLY","protein_coding"
"4443","ENSG00000115524",10433,"SF3B1","protein_coding"
"4444","ENSG00000115525",16300,"ST3GAL5","protein_coding"
"4445","ENSG00000115526",4499,"CHST10","protein_coding"
"4446","ENSG00000115539",1532,"PDCL3","protein_coding"
"4447","ENSG00000115540",4081,"MOB4","protein_coding"
"4448","ENSG00000115541",1823,"HSPE1","protein_coding"
"4449","ENSG00000115548",13299,"KDM3A","protein_coding"
"4450","ENSG00000115556",5777,"PLCD4","protein_coding"
"4451","ENSG00000115561",7019,"CHMP3","protein_coding"
"4452","ENSG00000115568",6994,"ZNF142","protein_coding"
"4453","ENSG00000115590",2957,"IL1R2","protein_coding"
"4454","ENSG00000115592",3334,"PRKAG3","protein_coding"
"4455","ENSG00000115593",4552,"SMYD1","protein_coding"
"4456","ENSG00000115594",7123,"IL1R1","protein_coding"
"4457","ENSG00000115596",1719,"WNT6","protein_coding"
"4458","ENSG00000115598",2611,"IL1RL2","protein_coding"
"4459","ENSG00000115602",5746,"IL1RL1","protein_coding"
"4460","ENSG00000115604",4353,"IL18R1","protein_coding"
"4461","ENSG00000115607",2966,"IL18RAP","protein_coding"
"4462","ENSG00000115616",6175,"SLC9A2","protein_coding"
"4463","ENSG00000115641",6626,"FHL2","protein_coding"
"4464","ENSG00000115648",7435,"MLPH","protein_coding"
"4465","ENSG00000115649",2719,"CNPPD1","protein_coding"
"4466","ENSG00000115652",7023,"UXS1","protein_coding"
"4467","ENSG00000115657",5205,"ABCB6","protein_coding"
"4468","ENSG00000115661",4368,"STK16","protein_coding"
"4469","ENSG00000115665",5168,"SLC5A7","protein_coding"
"4470","ENSG00000115677",12160,"HDLBP","protein_coding"
"4471","ENSG00000115685",3781,"PPP1R7","protein_coding"
"4472","ENSG00000115687",10686,"PASK","protein_coding"
"4473","ENSG00000115694",7588,"STK25","protein_coding"
"4474","ENSG00000115705",8453,"TPO","protein_coding"
"4475","ENSG00000115718",2495,"PROC","protein_coding"
"4476","ENSG00000115738",2213,"ID2","protein_coding"
"4477","ENSG00000115750",3975,"TAF1B","protein_coding"
"4478","ENSG00000115756",6237,"HPCAL1","protein_coding"
"4479","ENSG00000115758",2791,"ODC1","protein_coding"
"4480","ENSG00000115760",17858,"BIRC6","protein_coding"
"4481","ENSG00000115761",3836,"NOL10","protein_coding"
"4482","ENSG00000115762",6728,"PLEKHB2","protein_coding"
"4483","ENSG00000115806",4705,"GORASP2","protein_coding"
"4484","ENSG00000115808",14351,"STRN","protein_coding"
"4485","ENSG00000115816",3512,"CEBPZ","protein_coding"
"4486","ENSG00000115825",10244,"PRKD3","protein_coding"
"4487","ENSG00000115827",7657,"DCAF17","protein_coding"
"4488","ENSG00000115828",2676,"QPCT","protein_coding"
"4489","ENSG00000115839",6629,"RAB3GAP1","protein_coding"
"4490","ENSG00000115840",6126,"SLC25A12","protein_coding"
"4491","ENSG00000115841",6031,"RMDN2","protein_coding"
"4492","ENSG00000115844",2971,"DLX2","protein_coding"
"4493","ENSG00000115850",6580,"LCT","protein_coding"
"4494","ENSG00000115866",4752,"DARS","protein_coding"
"4495","ENSG00000115875",4045,"SRSF7","protein_coding"
"4496","ENSG00000115884",3613,"SDC1","protein_coding"
"4497","ENSG00000115896",8122,"PLCL1","protein_coding"
"4498","ENSG00000115902",6941,"SLC1A4","protein_coding"
"4499","ENSG00000115904",9263,"SOS1","protein_coding"
"4500","ENSG00000115919",17442,"KYNU","protein_coding"
"4501","ENSG00000115934",1329,"AC087235.1","lncRNA"
"4502","ENSG00000115935",9121,"WIPF1","protein_coding"
"4503","ENSG00000115942",5831,"ORC2","protein_coding"
"4504","ENSG00000115944",5605,"COX7A2L","protein_coding"
"4505","ENSG00000115946",2630,"PNO1","protein_coding"
"4506","ENSG00000115947",8915,"ORC4","protein_coding"
"4507","ENSG00000115956",3205,"PLEK","protein_coding"
"4508","ENSG00000115963",3594,"RND3","protein_coding"
"4509","ENSG00000115966",5751,"ATF2","protein_coding"
"4510","ENSG00000115970",14220,"THADA","protein_coding"
"4511","ENSG00000115977",24843,"AAK1","protein_coding"
"4512","ENSG00000115993",7516,"TRAK2","protein_coding"
"4513","ENSG00000115998",3630,"C2orf42","protein_coding"
"4514","ENSG00000116001",6607,"TIA1","protein_coding"
"4515","ENSG00000116005",5864,"PCYOX1","protein_coding"
"4516","ENSG00000116014",1670,"KISS1R","protein_coding"
"4517","ENSG00000116016",7291,"EPAS1","protein_coding"
"4518","ENSG00000116017",7217,"ARID3A","protein_coding"
"4519","ENSG00000116030",2164,"SUMO1","protein_coding"
"4520","ENSG00000116031",1866,"CD207","protein_coding"
"4521","ENSG00000116032",3281,"GRIN3B","protein_coding"
"4522","ENSG00000116035",2975,"VAX2","protein_coding"
"4523","ENSG00000116039",2656,"ATP6V1B1","protein_coding"
"4524","ENSG00000116044",5671,"NFE2L2","protein_coding"
"4525","ENSG00000116062",10993,"MSH6","protein_coding"
"4526","ENSG00000116095",14205,"PLEKHA3","protein_coding"
"4527","ENSG00000116096",1458,"SPR","protein_coding"
"4528","ENSG00000116106",7554,"EPHA4","protein_coding"
"4529","ENSG00000116117",10700,"PARD3B","protein_coding"
"4530","ENSG00000116120",6761,"FARSB","protein_coding"
"4531","ENSG00000116127",14783,"ALMS1","protein_coding"
"4532","ENSG00000116128",6331,"BCL9","protein_coding"
"4533","ENSG00000116132",8248,"PRRX1","protein_coding"
"4534","ENSG00000116133",6214,"DHCR24","protein_coding"
"4535","ENSG00000116138",8563,"DNAJC16","protein_coding"
"4536","ENSG00000116141",5417,"MARK1","protein_coding"
"4537","ENSG00000116147",12806,"TNR","protein_coding"
"4538","ENSG00000116151",11337,"MORN1","protein_coding"
"4539","ENSG00000116157",1692,"GPX7","protein_coding"
"4540","ENSG00000116161",4611,"CACYBP","protein_coding"
"4541","ENSG00000116171",8253,"SCP2","protein_coding"
"4542","ENSG00000116176",1255,"TPSG1","protein_coding"
"4543","ENSG00000116183",10926,"PAPPA2","protein_coding"
"4544","ENSG00000116191",9178,"RALGPS2","protein_coding"
"4545","ENSG00000116194",3598,"ANGPTL1","protein_coding"
"4546","ENSG00000116198",7871,"CEP104","protein_coding"
"4547","ENSG00000116199",6046,"FAM20B","protein_coding"
"4548","ENSG00000116205",12168,"TCEANC2","protein_coding"
"4549","ENSG00000116209",9149,"TMEM59","protein_coding"
"4550","ENSG00000116212",2164,"LRRC42","protein_coding"
"4551","ENSG00000116213",7634,"WRAP73","protein_coding"
"4552","ENSG00000116218",1874,"NPHS2","protein_coding"
"4553","ENSG00000116221",2549,"MRPL37","protein_coding"
"4554","ENSG00000116237",4910,"ICMT","protein_coding"
"4555","ENSG00000116251",4665,"RPL22","protein_coding"
"4556","ENSG00000116254",10094,"CHD5","protein_coding"
"4557","ENSG00000116260",9276,"QSOX1","protein_coding"
"4558","ENSG00000116266",5892,"STXBP3","protein_coding"
"4559","ENSG00000116273",3632,"PHF13","protein_coding"
"4560","ENSG00000116285",4179,"ERRFI1","protein_coding"
"4561","ENSG00000116288",2397,"PARK7","protein_coding"
"4562","ENSG00000116299",9194,"KIAA1324","protein_coding"
"4563","ENSG00000116329",9345,"OPRD1","protein_coding"
"4564","ENSG00000116337",6849,"AMPD2","protein_coding"
"4565","ENSG00000116350",8806,"SRSF4","protein_coding"
"4566","ENSG00000116353",4138,"MECR","protein_coding"
"4567","ENSG00000116396",25042,"KCNC4","protein_coding"
"4568","ENSG00000116406",7792,"EDEM3","protein_coding"
"4569","ENSG00000116455",2685,"WDR77","protein_coding"
"4570","ENSG00000116459",3138,"ATP5PB","protein_coding"
"4571","ENSG00000116473",5532,"RAP1A","protein_coding"
"4572","ENSG00000116478",3966,"HDAC1","protein_coding"
"4573","ENSG00000116489",3495,"CAPZA1","protein_coding"
"4574","ENSG00000116497",9190,"S100PBP","protein_coding"
"4575","ENSG00000116514",2610,"RNF19B","protein_coding"
"4576","ENSG00000116521",2442,"SCAMP3","protein_coding"
"4577","ENSG00000116525",3976,"TRIM62","protein_coding"
"4578","ENSG00000116539",13381,"ASH1L","protein_coding"
"4579","ENSG00000116544",4042,"DLGAP3","protein_coding"
"4580","ENSG00000116560",7419,"SFPQ","protein_coding"
"4581","ENSG00000116574",3965,"RHOU","protein_coding"
"4582","ENSG00000116580",11967,"GON4L","protein_coding"
"4583","ENSG00000116584",9155,"ARHGEF2","protein_coding"
"4584","ENSG00000116586",1438,"LAMTOR2","protein_coding"
"4585","ENSG00000116604",6351,"MEF2D","protein_coding"
"4586","ENSG00000116641",24890,"DOCK7","protein_coding"
"4587","ENSG00000116649",1894,"SRM","protein_coding"
"4588","ENSG00000116652",3555,"DLEU2L","lncRNA"
"4589","ENSG00000116661",3163,"FBXO2","protein_coding"
"4590","ENSG00000116663",1735,"FBXO6","protein_coding"
"4591","ENSG00000116667",11041,"C1orf21","protein_coding"
"4592","ENSG00000116668",4068,"SWT1","protein_coding"
"4593","ENSG00000116670",3324,"MAD2L2","protein_coding"
"4594","ENSG00000116675",6958,"DNAJC6","protein_coding"
"4595","ENSG00000116678",11370,"LEPR","protein_coding"
"4596","ENSG00000116679",7873,"IVNS1ABP","protein_coding"
"4597","ENSG00000116685",3281,"KIAA2013","protein_coding"
"4598","ENSG00000116688",4973,"MFN2","protein_coding"
"4599","ENSG00000116690",5044,"PRG4","protein_coding"
"4600","ENSG00000116691",2821,"MIIP","protein_coding"
"4601","ENSG00000116698",8317,"SMG7","protein_coding"
"4602","ENSG00000116701",2928,"NCF2","protein_coding"
"4603","ENSG00000116703",1331,"PDC","protein_coding"
"4604","ENSG00000116704",6193,"SLC35D1","protein_coding"
"4605","ENSG00000116711",2879,"PLA2G4A","protein_coding"
"4606","ENSG00000116717",1925,"GADD45A","protein_coding"
"4607","ENSG00000116721",2439,"PRAMEF1","protein_coding"
